Cameron Lancaster,28,Nashville SC,Forward,"London, England, International",12
Foster Langsdorf,24,Minnesota United FC,Forward,"Vancouver, WA",8
Lassi Lappalainen,22,Montreal Impact,Midfielder,"Vancouver, WA",6
Jeff Larentowicz,37,Atlanta United FC,Midfielder,"West Chester, PA",21
Richie Laryea,25,Toronto FC,Defender,"Toronto, ON",9
Ariel Lassiter,26,Houston Dynamo FC,Forward,"Temecula, CA",10
Randall Leal,23,Nashville SC,Midfielder,"San Jose, Costa Rica, International",7
Kelvin Leerdam,30,Seattle Sounders FC,Defender,"Utrecht, Netherlands, International",14
Chris Lema,24,New York Red Bulls,Midfielder,"Ridgefield, NJ",8
Nico Lemoine,20,Houston Dynamo FC,Midfielder,"Livermore, CA",4
Brooks Lennon,23,Atlanta United FC,Defender,"Paradise Valley, AZ",7
Tony Leone,16,Los Angeles Football Club,Defender,"Paradise Valley, AZ",0
Jonathan Lewis,23,Colorado Rapids,Midfielder,"Plantation, FL",7
Danny Leyva,17,Seattle Sounders FC,Midfielder,"Las Vegas, NV",1
Grant Lillard,24,Columbus Crew SC,Defender,"Hinsdale, IL",8
Nick Lima,26,San Jose Earthquakes,Defender,"Castro Valley, CA",10
Jaylin Lindsey,20,Sporting Kansas City,Defender,"Charlotte, NC",4
Sebastian Lletget,28,LA Galaxy,Midfielder,"Charlotte, NC",12
Jurgen Locadia,27,FC Cincinnati,Forward,"Emmen, Netherlands, International",11
Robin Lod,27,Minnesota United FC,Midfielder,"Helsinki, Finland, International",11
Nicolás Lodeiro,31,Seattle Sounders FC,Midfielder,"Helsinki, Finland, International",15
David Loera,22,Orlando City SC,Midfielder,"Orlando, FL",6
Aaron Long,28,New York Red Bulls,Defender,"Oak Hills, CA",12
Eric Lopez,21,LA Galaxy,Goalkeeper,"Westminster, CA",5
Marcos Lopez,21,San Jose Earthquakes,Defender,"Westminster, CA",5
Marvin Loria,23,Portland Timbers,Midfielder,"Westminster, CA",7
Daniel Lovitz,29,Nashville SC,Defender,"Wyndmoor, PA",13
Adam Lundkvist,26,Houston Dynamo FC,Defender,"Wyndmoor, PA",10
Ben Lundt,25,FC Cincinnati,Goalkeeper,"Berlin, Germany, International",9
Charlie Lyon,28,Portland Timbers,Goalkeeper,"St. Charles, IL",12
Larrys Mabiala,33,Portland Timbers,Defender,"St. Charles, IL",17
Emanuel Maciel,23,Montreal Impact,Midfielder,"St. Charles, IL",7
Gary Mackay-Steven,30,New York City FC,Midfielder,"Thurso, Scotland, International",14
Zac MacMath,29,Real Salt Lake,Goalkeeper,"St. Petersburg, FL",13
Jack Maher,21,Nashville SC,Defender,"Caseyville, IL",5
Christian Makoun,20,Inter Miami CF,Midfielder,"Caseyville, IL",4
Michael Mancienne,32,New England Revolution,Defender,"Feltham, England, International",16
Kekuta Manneh,25,New England Revolution,Forward,"Madiba Kunda, Gambia, International",9
Mauro Manotas,25,Houston Dynamo FC,Forward,"Madiba Kunda, Gambia, International",9
JT Marcinkowski,23,San Jose Earthquakes,Goalkeeper,"Alamo, CA",7
Marko Maric,24,Houston Dynamo FC,Goalkeeper,"Vienna, Austria, International",8
Paul Marie,25,San Jose Earthquakes,Defender,"Saint-Aubin-Des-Bois, France, International",9
Jahkeele Marshall-Rutty,16,Toronto FC,Midfielder,"Saint-Aubin-Des-Bois, France, International",0
Tomas Martinez,25,Houston Dynamo FC,Midfielder,"Beccar, Argentina, International",9
Jose Andres Martinez,26,Philadelphia Union,Midfielder,"Maracaibo, Venezuela, International",10
Josef Martinez,27,Atlanta United FC,Forward,"Maracaibo, Venezuela, International",11
Douglas Martinez,23,Real Salt Lake,Forward,"Olanchito, Honduras, International",7
Felipe,30,D.C. United,Midfielder,"Olanchito, Honduras, International",14
Luis Martins,28,Sporting Kansas City,Defender,"Lamego, Portugal, International",12
Ronald Matarrita,26,New York City FC,Defender,"Alajuela, Costa Rica, International",10
Blaise Matuidi,33,Inter Miami CF,Midfielder,"Alajuela, Costa Rica, International",17
Jimmy Maurer,32,FC Dallas,Goalkeeper,"Lawrenceville, GA",16
Chris Mavinga,29,Toronto FC,Defender,"Meaux, France, International",13
Olivier Mbaizo,23,Philadelphia Union,Defender,"Douala, Cameroon, International",7
John McCarthy,28,Inter Miami CF,Goalkeeper,"Cinnaminson, NJ",12
Dax McCarty,33,Nashville SC,Midfielder,"Winter Park, FL",17
Erik McCue,19,Houston Dynamo FC,Defender,"Onsala, Sweden, International",3
Zac McGraw,23,Portland Timbers,Defender,"Torrance, CA",7
Kendall McIntosh,26,New York Red Bulls,Goalkeeper,"Santa Rosa, CA",10
Mark McKenzie,21,Philadelphia Union,Defender,"Bear, DE",5
Thomas McNamara,29,New England Revolution,Midfielder,"West Nyack, NY",13
Ryan Meara,30,New York Red Bulls,Goalkeeper,"Crestwood, NY",14
Jesus Medina,23,New York City FC,Midfielder,"Crestwood, NY",7
Alvaro Medran,26,Chicago Fire FC,Midfielder,"Dos Torres, Spain, International",10
Jimmy Medranda,26,Seattle Sounders FC,Midfielder,"Mosquera, Colombia, International",10
Haris Medunjanin,35,FC Cincinnati,Midfielder,"Mosquera, Colombia, International",19
Phelipe Megiolaro,21,FC Dallas,Goalkeeper,"Campinas, Brazil, International",5
Tim Melia,34,Sporting Kansas City,Goalkeeper,"East Islip, NY",18
Sebastian Mendez,23,Orlando City SC,Midfielder,"Mira, Ecuador, International",7
Jonathan Mensah,30,Columbus Crew SC,Defender,"Prampram, Ghana, International",14
Justin Meram,31,Real Salt Lake,Midfielder,"Prampram, Ghana, International",15
Bryan Meredith,31,Vancouver Whitecaps FC,Goalkeeper,"Scotch Plains, NJ",15
Romain Metanire,30,Minnesota United FC,Defender,"Metz, France, International",14
Patrick Metcalfe,22,Vancouver Whitecaps FC,Midfielder,"Richmond, BC",6
Fernando Meza,30,Atlanta United FC,Defender,"Richmond, BC",14
Nicolas Mezquida,28,Colorado Rapids,Midfielder,"Montevideo, Uruguay, International",12
Benji Michel,23,Orlando City SC,Forward,"Orlando, FL",7
Djordje Mihailovic,22,Chicago Fire FC,Midfielder,"Lemont, IL",6
David Milinkovic,26,Vancouver Whitecaps FC,Midfielder,"Antibes, France, International",10
Kamal Miller,23,Orlando City SC,Defender,"Pickering, ON",7
Tyler Miller,27,Minnesota United FC,Goalkeeper,"Woodbury, NJ",11
Eric Miller,27,Nashville SC,Defender,"Woodbury, MN",11
Ben Mines,20,New York Red Bulls,Midfielder,"Ridgefield, CT",4
Alexandru Mitrita,25,New York City FC,Midfielder,"Craiova, Romania, International",9
Youness Mokhtar,29,Columbus Crew SC,Midfielder,"Utrecht, Netherlands, International",13
Kamohelo Mokotjo,29,FC Cincinnati,Midfielder,"Odendaalsrus, South Africa, International",13
Kevin Molino,30,Minnesota United FC,Midfielder,"Odendaalsrus, South Africa, International",14
Alex Monis,17,Chicago Fire FC,Forward,"Naperville, IL",1
Jamiro Monteiro,27,Philadelphia Union,Midfielder,"Rotterdam, Netherlands, International",11
Fredy Montero,33,Vancouver Whitecaps FC,Forward,"Barranquilla, Colombia, International",17
Callum Montgomery,23,FC Dallas,Defender,"Victoria, BC",7
Drew Moor,36,Colorado Rapids,Defender,"Dallas, TX",20
Brendan Moore,28,Atlanta United FC,Goalkeeper,"Roswell, GA",12
Felipe Mora,27,Portland Timbers,Forward,"Santiago, Chile, International",11
Joseph Mora,27,D.C. United,Defender,"Santiago, Chile, International",11
Maximiliano Moralez,33,New York City FC,Midfielder,"Granadero Baigorria, Argentina, International",17
Marcelino Moreno,25,Atlanta United FC,Midfielder,"Granadero Baigorria, Argentina, International",9
Junior Moreno,27,D.C. United,Midfielder,"Granadero Baigorria, Argentina, International",11
Lewis Morgan,24,Inter Miami CF,Midfielder,"Greenock, Scotland, International",8
Ashtone Morgan,29,Real Salt Lake,Defender,"Toronto, ON",13
Jordan Morris,26,Seattle Sounders FC,Forward,"Mercer Island, WA",10
Aidan Morris,19,Columbus Crew SC,Midfielder,"Fort Lauderdale, FL",3
Justin Morrow,33,Toronto FC,Defender,"Fort Lauderdale, FL",17
Santiago Mosquera,25,FC Dallas,Midfielder,"Buenaventura, Colombia, International",9
Joao Moutinho,22,Orlando City SC,Defender,"Lisbon, Portugal, International",6
Chris Mueller,24,Orlando City SC,Midfielder,"Schaumburg, IL",8
Hany Mukhtar,25,Nashville SC,Midfielder,"Berlin, Germany, International",9
Georges Mukumbilwa,21,Vancouver Whitecaps FC,Midfielder,"Winnipeg, MB",5
Luke Mulholland,32,Real Salt Lake,Midfielder,"Preston, England, International",16
Patrick Mullins,28,Toronto FC,Forward,"New Orleans, LA",12
Jake Mulraney,24,Atlanta United FC,Midfielder,"New Orleans, LA",8
Eddie Munjoma,22,FC Dallas,Defender,"Dallas, TX",6
Jesus David Murillo,26,Los Angeles Football Club,Defender,"Dallas, TX",10
James Musa,28,Minnesota United FC,Midfielder,"Plymouth, United Kingdom, International",12
Trey Muse,21,Seattle Sounders FC,Goalkeeper,"Louisville, KY",5
Danny Musovski,25,Los Angeles Football Club,Forward,"Henderson, NV",9
Alex Muyl,25,Nashville SC,Midfielder,"New York, NY",9
Darlington Nagbe,30,Columbus Crew SC,Midfielder,"Lakewood, OH",14
Andy Najar,27,Los Angeles Football Club,Defender,"Lakewood, OH",11
Younes Namli,26,Colorado Rapids,Midfielder,"Lakewood, OH",10
Miguel Angel Navarro,21,Chicago Fire FC,Defender,"Maracaibo, Venezuela, International",5
Miguel Nazarit,23,Nashville SC,Defender,"Maracaibo, Venezuela, International",7
Jalen Neal,23,LA Galaxy,Forward,"Maracaibo, Venezuela, International",7
Dylan Nealis,22,Inter Miami CF,Defender,"Massapequa, NY",6
Sean Nealis,23,New York Red Bulls,Defender,"Massapequa, NY",7
Michael Nelson,25,Houston Dynamo FC,Goalkeeper,"Houston, TX",9
John Nelson,22,FC Dallas,Defender,"Medina, OH",6
Jayden Nelson,18,Toronto FC,Midfielder,"Medina, OH",2
Krisztian Nemeth,31,Columbus Crew SC,Forward,"Medina, OH",15
Jake Nerwinski,26,Vancouver Whitecaps FC,Defender,"Lawrenceville, NJ",10
Michee Ngalina,20,Philadelphia Union,Forward,"Lawrenceville, NJ",4
Lee Nguyen,34,New England Revolution,Midfielder,"Lawrenceville, NJ",18
Jaroslaw Niezgoda,25,Portland Timbers,Forward,"Poniatowa, Poland, International",9
David Norman Jr.,22,Inter Miami CF,Midfielder,"Coquitlam, BC",6
Moses Nyeman,17,D.C. United,Midfielder,"Coquitlam, BC",1
Shane O'Neill,27,Seattle Sounders FC,Defender,"Coquitlam, BC",11
Alfonso Ocampo-Chavez,18,Seattle Sounders FC,Forward,"Merced, CA",2
Emmanuel Ochoa,15,San Jose Earthquakes,Goalkeeper,"Salinas, CA",-1
David Ochoa,19,Real Salt Lake,Goalkeeper,"Oxnard, CA",3
Chris Odoi-Atsem,25,D.C. United,Defender,"Mitchellville, MD",9
Chinonso Offor,20,Chicago Fire FC,Forward,"Lagos, Nigeria, International",4
Noble Okello,20,Toronto FC,Midfielder,"Lagos, Nigeria, International",4
Orji Okwonkwo,22,Montreal Impact,Midfielder,"Lagos, Nigeria, International",6
Wyatt Omsberg,25,Chicago Fire FC,Defender,"Scarborough, ME",9
Nedum Onuoha,34,Real Salt Lake,Defender,"Manchester, England, International",18
Ike Opara,31,Minnesota United FC,Defender,"Manchester, England, International",15
Mahala Opoku,19,Los Angeles Football Club,Forward,"Manchester, England, International",3
Matej Oravec,22,Philadelphia Union,Midfielder,"Trvnava, Slovakia, International",6
Jonathan Osorio,28,Toronto FC,Midfielder,"Brampton, ON",12
Leonard Owusu,23,Vancouver Whitecaps FC,Midfielder,"Accra, Ghana, International",7
Diego Palacios,21,Los Angeles Football Club,Defender,"Guayaquil, Ecuador, International",5
Marcelo Palomino,19,Houston Dynamo FC,Midfielder,"Houston, TX",3
Elliot Panicco,24,Nashville SC,Goalkeeper,"Huntersville, NC",8
James Pantemis,23,Montreal Impact,Goalkeeper,"Kirkland, QC",7
Cristhian Paredes,22,Portland Timbers,Midfielder,"Kirkland, QC",6
Kevin Paredes,17,D.C. United,Midfielder,"South Riding, VA",1
Tim Parker,27,New York Red Bulls,Defender,"South Riding, VA",11
Keaton Parks,23,New York City FC,Midfielder,"Plano, TX",7
Kevin Partida,25,Minnesota United FC,Midfielder,"Sparks, NV",9
Santiago Patiño,23,Orlando City SC,Forward,"Orlando, FL",7
João Paulo,29,Seattle Sounders FC,Midfielder,"Serafina Corrêa, Brazil, International",13
Cristian Pavon,24,LA Galaxy,Forward,"Anisacate, Argentina, International",8
Damiano Pecile,18,Vancouver Whitecaps FC,Midfielder,"Burnaby, BC",2
Matias Pellegrini,20,Inter Miami CF,Midfielder,"Magdalena, Argentina, International",4
Ronaldo Peña,23,Houston Dynamo FC,Forward,"Acarigua, Venezuela, International",7
Jason Pendant,23,New York Red Bulls,Defender,"Acarigua, Venezuela, International",7
Cristian Penilla,29,New England Revolution,Forward,"Esmeraldas, Ecuador, International",13
Ricardo Pepi,17,FC Dallas,Forward,"El Paso, TX",1
Andres Perea,20,Orlando City SC,Midfielder,"Medellin, Colombia, International",4
Ilsinho,35,Philadelphia Union,Midfielder,"Medellin, Colombia, International",19
Mauricio Pereyra,30,Orlando City SC,Midfielder,"Montevideo, Uruguay, International",14
Jonathan Perez,17,LA Galaxy,Midfielder,"Pico Rivera, CA",1
Adrien Perez,25,Los Angeles Football Club,Forward,"Ontario, CA",9
Jordan Perruzza,19,Toronto FC,Forward,"Toronto, ON",3
Tom Pettersson,30,FC Cincinnati,Defender,"Trollhattan, Sweden, International",14
Pablo Piatti,31,Toronto FC,Midfielder,"Trollhattan, Sweden, International",15
Fafa Picault,29,FC Dallas,Forward,"Miami, FL",13
Samuel Piette,26,Montreal Impact,Midfielder,"Miami, FL",10
Mauricio Pineda,23,Chicago Fire FC,Midfielder,"Miami, FL",7
Donovan Pines,22,D.C. United,Defender,"Miami, FL",6
Rodolfo Pizarro,26,Inter Miami CF,Midfielder,"Tampico, Mexico, International",10
Andy Polo,26,Portland Timbers,Midfielder,"Tampico, Mexico, International",10
Matt Polster,27,New England Revolution,Midfielder,"Tampico, Mexico, International",11
Paxton Pomykal,20,FC Dallas,Midfielder,"Highland Village, TX",4
Justin Portillo,28,Real Salt Lake,Midfielder,"New Orleans, LA",12
Alvas Powell,26,Inter Miami CF,Defender,"St. Thomas, Jamaica, International",10
Alejandro Pozuelo,29,Toronto FC,Midfielder,"Seville, Spain, International",13
Jack Price,27,Colorado Rapids,Midfielder,"Seville, Spain, International",11
Ralph Priso,18,Toronto FC,Midfielder,"Seville, Spain, International",2
Kacper Przybylko,27,Philadelphia Union,Forward,"Bielefeld, Germany, International",11
Alan Pulido,29,Sporting Kansas City,Forward,"Ciudad Victoria, Mexico, International",13
John Pulskamp,19,Sporting Kansas City,Goalkeeper,"Bakersfield, CA",3
Roberto Puncec,29,Sporting Kansas City,Defender,"Varazdin, Croatia, International",13
Andrew Putna,26,Real Salt Lake,Goalkeeper,"Lemont, IL",10
Vako,27,San Jose Earthquakes,Midfielder,"Ozurgeti, GA",11
Darwin Quintero,33,Houston Dynamo FC,Forward,"Tumaco, Colombia, International",17
Jairo Quinteros,19,Inter Miami CF,Defender,"Tumaco, Colombia, International",3
Romell Quioto,29,Montreal Impact,Forward,"Tumaco, Colombia, International",13
Jukka Raitala,32,Montreal Impact,Defender,"Helsinki, Finland, International",16
Christian Ramirez,29,Houston Dynamo FC,Forward,"Garden Grove, CA",13
Jeizon Ramirez,19,Real Salt Lake,Forward,"San Cristobal, Venezuela, International",3
Greg Ranjitsingh,27,Minnesota United FC,Goalkeeper,"Pickering, ON",11
Ryan Raposo,21,Vancouver Whitecaps FC,Midfielder,"Hamilton, ON",5
Andre Rawls,28,Colorado Rapids,Goalkeeper,"San Ramon, CA",12
Matthew Real,21,Philadelphia Union,Defender,"Drexel Hill, PA",5
Winston Reid,32,Sporting Kansas City,Defender,"Auckland, New Zealand, International",16
Eric Remedi,25,Atlanta United FC,Midfielder,"Auckland, New Zealand, International",9
Justin Rennicks,21,New England Revolution,Forward,"South Hamilton, MA",5
Andres Reyes,21,Inter Miami CF,Defender,"South Hamilton, MA",5
Yordy Reyna,27,D.C. United,Forward,"South Hamilton, MA",11
Bryan Reynolds,19,FC Dallas,Defender,"Fort Worth, TX",3
Andre Reynolds II,19,Chicago Fire FC,Defender,"Fort Worth, TX",3
Emanuel Reynoso,25,Minnesota United FC,Midfielder,"Cordoba, Argentina, International",9
Andres Ricaurte,29,FC Dallas,Midfielder,"Medellin, Colombia, International",13
Tosaint Ricketts,33,Vancouver Whitecaps FC,Forward,"Edmonton, AB",17
Alexander Ring,29,New York City FC,Midfielder,"Helsinki, Finland, International",13
Andres Rios,31,San Jose Earthquakes,Forward,"Buenos Aires, Argentina, International",15
Daniel Rios,25,Nashville SC,Forward,"Buenos Aires, Argentina, International",9
Gelmin Rivas,31,D.C. United,Forward,"Buenos Aires, Argentina, International",15
Damian Rivera,17,New England Revolution,Midfielder,"Cranston, RI",1
Thomas Roberts,19,FC Dallas,Midfielder,"Little Rock, AR",3
Robbie Robinson,21,Inter Miami CF,Forward,"Camden, SC",5
Miles Robinson,23,Atlanta United FC,Defender,"Arlington, MA",7
Luis Robles,36,Inter Miami CF,Goalkeeper,"Arlington, MA",20
Tony Rocha,27,New York City FC,Midfielder,"Spring, TX",11
Allan Rodriguez,16,Chicago Fire FC,Midfielder,"Spring, TX",0
Abraham Rodriguez,18,Colorado Rapids,Goalkeeper,"Spring, TX",2
Memo Rodriguez,24,Houston Dynamo FC,Midfielder,"El Campo, TX",8
Brian Rodriguez,20,Los Angeles Football Club,Forward,"Tranqueras, Uruguay, International",4
Cristian Roldan,25,Seattle Sounders FC,Midfielder,"Tranqueras, Uruguay, International",9
Alex Roldan,24,Seattle Sounders FC,Defender,"Pico Rivera, CA",8
Rocco Romeo,20,Toronto FC,Defender,"Toronto, ON",4
Alejandro Romero Gamarra,25,New York Red Bulls,Midfielder,"Ciudadela, Argentina, International",9
Dave Romney,27,Nashville SC,Defender,"Irvine, CA",11
Eloy Room,31,Columbus Crew SC,Goalkeeper,"Irvine, CA",15
Andy Rose,30,Vancouver Whitecaps FC,Midfielder,"Bristol, England, International",14
Oriol Rosell,28,Orlando City SC,Midfielder,"Bristol, England, International",12
Keegan Rosenberry,26,Colorado Rapids,Defender,"Ronks, PA",10
Matheus Rossetto,24,Atlanta United FC,Midfielder,"Santo Amaro da Imperatriz, Brazil, International",8
Diego Rossi,22,Los Angeles Football Club,Forward,"Santo Amaro da Imperatriz, Brazil, International",6
Giuseppe Rossi,33,Real Salt Lake,Forward,"Santo Amaro da Imperatriz, Brazil, International",17
Brian Rowe,32,Orlando City SC,Goalkeeper,"Eugene, OR",16
Kelyn Rowe,29,New England Revolution,Midfielder,"Federal Way, WA",13
Daniel Royer,30,New York Red Bulls,Midfielder,"Schladming, Austria, International",14
Diego Rubio,27,Colorado Rapids,Forward,"Santiago, Chile, International",11
Raul Ruidiaz,30,Seattle Sounders FC,Forward,"Santiago, Chile, International",14
Pablo Ruiz,21,Real Salt Lake,Midfielder,"Comodoro Rivadavia, Argentina, International",5
Albert Rusnak,26,Real Salt Lake,Midfielder,"Kosice, Slovakia, International",10
Johnny Russell,30,Sporting Kansas City,Midfielder,"Glasgow, Scotland, International",14
Abdul Rwatubyaye,24,Colorado Rapids,Defender,"Kigali, Rwanda, International",8
Marc Rzatkowski,30,New York Red Bulls,Midfielder,"Kigali, Rwanda, International",14
Steeven Saba,27,Montreal Impact,Midfielder,"Port-au-Prince, Haiti, International",11
Michael Salazar,28,Houston Dynamo FC,Forward,"Cayo, Belize, International",12
Adam Saldana,28,LA Galaxy,Forward,"Cayo, Belize, International",12
Shea Salinas,34,San Jose Earthquakes,Defender,"Grapevine, TX",18
Daniel Salloi,24,Sporting Kansas City,Forward,"Budapest, Hungary, International",8
Ilie Sanchez,30,Sporting Kansas City,Midfielder,"Barcelona, Spain, International",14
Richard Sanchez,26,Sporting Kansas City,Goalkeeper,"Barcelona, Spain, International",10
James Sands,20,New York City FC,Midfielder,"Barcelona, Spain, International",4
Sergio Santos,26,Philadelphia Union,Forward,"Belo Horizonte, Brazil, International",10
Thiago Santos,31,FC Dallas,Midfielder,"Sao Paulo, Brazil, International",15
Pedro Santos,32,Columbus Crew SC,Midfielder,"Lisbon, Portugal, International",16
Joe Scally,17,New York City FC,Defender,"Lisbon, Portugal, International",1
Rodrigo Schlegel,23,Orlando City SC,Defender,"Remedios de Escalada, Argentina, International",7
Tate Schmitt,23,Real Salt Lake,Forward,"Phoenix, AZ",7
Aaron Schoenfeld,30,Minnesota United FC,Forward,"Phoenix, AZ",14
Brady Scott,21,Nashville SC,Goalkeeper,"Petaluma, CA",5
Patrick Seagrist,22,New York Red Bulls,Defender,"Steamwood, IL",6
Dante Sealy,17,FC Dallas,Forward,"Frisco, TX",1
Mark Segbers,24,Los Angeles Football Club,Defender,"St. Louis, MO",8
Ulises Segura,27,D.C. United,Midfielder,"Goicoechea, Costa Rica, International",11
Eddie Segura,23,Los Angeles Football Club,Defender,"Pereira, Colombia, International",7
Chris Seitz,33,D.C. United,Goalkeeper,"San Luis Obispo, CA",17
Amar Sejdic,24,Montreal Impact,Midfielder,"Louisville, KY",8
Boris Sekulic,29,Chicago Fire FC,Defender,"Belgrade, DFR Yugoslavia, International",13
Brandon Servania,21,FC Dallas,Midfielder,"Dallas, TX",5
Jacob Shaffelburg,21,Toronto FC,Midfielder,"Dallas, TX",5
Brek Shea,30,Inter Miami CF,Midfielder,"College Station, TX",14
Khiry Shelton,27,Sporting Kansas City,Forward,"Leander, TX",11
Andre Shinyashiki,23,Colorado Rapids,Forward,"Sao Paulo, Brazil, International",7
Shamit Shome,23,Montreal Impact,Midfielder,"Edmonton, AB",7
Bobby Shuttleworth,33,Chicago Fire FC,Goalkeeper,"Tonawanda, NY",17
Marcelo Silva,31,Real Salt Lake,Defender,"Tonawanda, NY",15
Kevin Silva,22,Toronto FC,Goalkeeper,"Bethlehem, PA",6
Judson,27,San Jose Earthquakes,Midfielder,"Arês, Brazil, International",11
Seth Sinovic,33,New England Revolution,Defender,"Leawood, KS",17
Jonathan Sirois,19,Montreal Impact,Goalkeeper,"Saint-Hubert, QC",3
Pablo Sisniega,25,Los Angeles Football Club,Goalkeeper,"Mexico City, Mexico, International",9
Axel Sjöberg,29,D.C. United,Defender,"Stockholm, Sweden, International",13
Jack Skahan,22,San Jose Earthquakes,Midfielder,"Memphis, TN",6
Jorgen Skjelvik,29,LA Galaxy,Defender,"Memphis, TN",13
Gabriel Slonina,16,Chicago Fire FC,Goalkeeper,"Memphis, TN",0
Nicholas Slonina,19,Chicago Fire FC,Defender,"Addison, IL",3
Graham Smith,25,Sporting Kansas City,Defender,"Highlands Ranch, CO",9
Kyle Smith,28,Orlando City SC,Defender,"Cincinnati, OH",12
Brad Smith,26,Seattle Sounders FC,Defender,"Penrith, Australia, International",10
Erik Sorga,21,D.C. United,Forward,"Penrith, Australia, International",5
Dayne St. Clair,23,Minnesota United FC,Goalkeeper,"Pickering, ON",7
Mason Stajduhar,23,Orlando City SC,Goalkeeper,"Pickering, ON",7
Caleb Stanko,27,FC Cincinnati,Midfielder,"Holly, MI",11
Daniel Steres,30,LA Galaxy,Defender,"Calabasas, CA",14
Luka Stojanovic,26,Chicago Fire FC,Midfielder,"Belgrade, Serbia, International",10
Jared Stroud,24,New York Red Bulls,Midfielder,"Chester, NJ",8
Aljaz Struna,30,Houston Dynamo FC,Defender,"Piran, Slovenia, International",14
Brad Stuver,29,New York City FC,Goalkeeper,"Twinsburg, OH",13
Beckham Sunderland,17,FC Cincinnati,Goalkeeper,"Twinsburg, OH",1
Gustav Svensson,33,Seattle Sounders FC,Midfielder,"Gothenburg, Sweden, International",17
Ben Sweat,29,Inter Miami CF,Defender,"Palm Harbor, FL",13
Ballou Jean-Yves Tabla,21,Montreal Impact,Midfielder,"Abidjan, Ivory Coast, International",5
Ismael Tajouri-Shradi,26,New York City FC,Midfielder,"Bern, Switzerland, International",10
Andrew Tarbell,27,Columbus Crew SC,Goalkeeper,"Mandeville, LA",11
Amro Tarek,28,New York Red Bulls,Defender,"Asyut, Egypt, International",12
Russell Teibert,27,Vancouver Whitecaps FC,Midfielder,"Niagara Falls, ON",11
Ruan,25,Orlando City SC,Defender,"Rio de Janeiro, Brazil, International",9
Carlos Teran,20,Chicago Fire FC,Defender,"Turbo, Colombia, International",4
Tanner Tessmann,19,FC Dallas,Midfielder,"Hoover, AL",3
Samuel Tetteh,24,New York Red Bulls,Forward,"Accra, Ghana, International",8
Tommy Thompson,25,San Jose Earthquakes,Defender,"Loomis, CA",9
Gudmundur Thórarinsson,28,New York City FC,Defender,"Selfoss, Iceland, International",12
Anton Tinnerholm,29,New York City FC,Defender,"Selfoss, Iceland, International",13
Donny Toia,28,Real Salt Lake,Defender,"Tucson, AZ",12
John Tolkin,18,New York Red Bulls,Defender,"Tucson, AZ",2
Nouhou Tolo,23,Seattle Sounders FC,Defender,"Douala, Cameroon, International",7
Roman Torres,34,Seattle Sounders FC,Defender,"Douala, Cameroon, International",18
Erick Torres,27,Atlanta United FC,Forward,"Douala, Cameroon, International",11
Christian Torres,16,Los Angeles Football Club,Forward,"Douala, Cameroon, International",0
Juan Pablo Torres,21,New York City FC,Midfielder,"Lilburn, GA",5
Mason Toye,22,Montreal Impact,Forward,"South Orange, NJ",6
Diedie Traore,21,LA Galaxy,Defender,"South Orange, NJ",5
Mohamed Traore,18,Los Angeles Football Club,Defender,"Dakar, Senegal, International",2
Wil Trapp,27,Inter Miami CF,Midfielder,"Dakar, Senegal, International",11
Ken Tribbett,28,Nashville SC,Defender,"Centennial, CO",12
Auston Trusty,22,Colorado Rapids,Defender,"Centennial, CO",6
Bill Tuiloma,25,Portland Timbers,Defender,"Otahuhu, New Zealand, International",9
Cole Turner,19,Philadelphia Union,Midfielder,"Churchville, MD",3
Matt Turner,26,New England Revolution,Goalkeeper,"Park Ridge, NJ",10
Ema Twumasi,23,FC Dallas,Forward,"Accra, Ghana, International",7
Przemyslaw Tyton,33,FC Cincinnati,Goalkeeper,"Zamość, Poland, International",17
Victor Ulloa,28,Inter Miami CF,Midfielder,"Wylie, TX",12
Denso Ulysse,22,Inter Miami CF,Defender,"Wylie, TX",6
Maximiliano Urruti,29,Montreal Impact,Forward,"Wylie, TX",13
Zarek Valentin,29,Houston Dynamo FC,Defender,"Lancaster, PA",13
Milton Valenzuela,22,Columbus Crew SC,Defender,"Rosario, Argentina, International",6
Diego Valeri,34,Portland Timbers,Midfielder,"Rosario, Argentina, International",18
Florian Valot,27,New York Red Bulls,Midfielder,"Pau, France, International",11
Maikel van der Werff,31,FC Cincinnati,Defender,"Hoorn, Netherlands, International",15
Brandon Vazquez,22,FC Cincinnati,Forward,"Hoorn, Netherlands, International",6
Julian Vazquez,19,Real Salt Lake,Forward,"Nibley, UT",3
Daniel Vega,36,San Jose Earthquakes,Goalkeeper,"Cutral Co, Argentina, International",20
Carlos Vela,31,Los Angeles Football Club,Forward,"Cancun, Mexico, International",15
Matias Vera,25,Houston Dynamo FC,Midfielder,"Merlo, Argentina, International",9
Collin Verfuth,24,New England Revolution,Defender,"Ashburn, VA",8
Kenneth Vermeer,34,Los Angeles Football Club,Goalkeeper,"Ashburn, VA",18
Ranko Veselinovic,21,Vancouver Whitecaps FC,Defender,"Novi Sad, Serbia, International",5
Jorge Villafaña,31,Portland Timbers,Defender,"Anaheim, CA",15
Sam Vines,21,Colorado Rapids,Defender,"Colorado Springs, CO",5
Will Vint,19,Colorado Rapids,Midfielder,"Colorado Springs, CO",3
Justin Vom Steeg,23,LA Galaxy,Goalkeeper,"Colorado Springs, CO",7
